,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
10,5195a586-2f3f-4244-9c1c-4d20d383fa26,Iyas,https://play-lh.googleusercontent.com/a/ACg8ocINFpi842BSt56I8cCWjpqF7hhp90ZoTaNN-UEAPT6u=mo,Jelek. Submit file gak ke upload,1,0,4.7.6,2023-10-29 12:11:15,Halo Kak Iyas. Mohon maaf atas ketidaknyamanannya. Silakan bisa kirimkan NIM dan asal PT ke email edlink@sevima.com ya Kak. atau bisa join ke grup edlink community di link https://edlink.id/class/IHMZK . Kami akan membantu menyelesaikan kendala yang Kakak alami. Jangan lupa update menjadi bintang 5 jika kendala sudah teratasi. Terima kasih :),2023-10-30 01:41:58,4.7.6
11,ff137dd5-6fe4-41f9-b320-5a8fd605e996,ella rusdiana,https://play-lh.googleusercontent.com/a/ACg8ocJqZ3W8TlT17oJWYRz7RStFTbkv9JEmA4DbKlh6ex1q=mo,"kok akun saya tiba-tiba keluar sendiri dari apk nya padahal ngga di apa-apain, pas masuk lagi malah semua data-datanya pada ilang, gimana nih min tolong dong ini saya gimana mau ngikutin perkuliahan🙏😭 sekarang sudah jadi",5,1,4.7.8,2023-10-26 04:00:43,"Halo Kak Ella. Silakan bisa kirimkan NIM, asal PT dan email login yang digunakan di edlink ke email edlink@sevima.com ya Kak. atau bisa join ke grup edlink community di link https://edlink.id/class/IHMZK . Kami akan membantu menyelesaikan kendala yang Kakak alami. Jangan lupa update menjadi bintang 5 jika kendala sudah teratasi. Terima kasih :)",2023-10-26 01:55:34,4.7.8
12,0035a25c-fc49-4330-9841-11e4da7485a7,Iqwal Ramadinal,https://play-lh.googleusercontent.com/a-/ALV-UjWw-xnm5VgCnaD7dEybtPOIYjxvSHhp2IPxv-W-Lfn8rgk,Cs nya bagus cepat dan tanggap👍👍👍,5,0,4.7.8,2023-10-25 12:00:55,,,4.7.8
13,c3b5ed4d-f838-45e3-9a9a-267a770ed0c6,Bayu Forest,https://play-lh.googleusercontent.com/a-/ALV-UjUkfhad30QR9uTrdW9ubChYpctCFxySM7dE3v4nWyKU2aU,"Sudah oke. Namun masih bug. Bug nya adalah: saya login sbg dosen. Lalu create schedulled meeting room utk sabtu jam 16.00. Meeting singkron dgn google kalendar, tapi schedule di kalendar nya malah muncul untuk hari ini jam 16.00.",4,3,4.7.8,2023-10-25 11:10:15,,,4.7.8
14,685961fa-3225-41d4-bab2-7b311108a6c6,sapi beranak,https://play-lh.googleusercontent.com/a/ACg8ocJ3lwzdcsajnhBox4dGAtWuzXVYDYplEyoAcKYyvMxk=mo,ga ada yg bisa kami akan bantu ya no mt tepatin ini eeee req RT ya rabb eeee eeeeeeeeeeeeertrre errr error Ree rumah sakit te rezeki kita sebenarnya r by the way you ewh ee nakal ya,3,0,,2023-10-24 10:19:30,Halo Kak. Mohon maaf atas ketidaknyamanannya. Silakan bisa kirimkan detail kendalanya ke email edlink@sevima.com ya Kak. atau bisa join ke grup edlink community di link https://edlink.id/class/IHMZK . Kami akan membantu menyelesaikan kendala yang Kakak alami. Jangan lupa update menjadi bintang 5 jika kendala sudah teratasi. Terima kasih :),2023-10-26 01:39:25,
15,534254dc-c590-442d-92c4-9c5f6d521bf4,Kang Yudistira,https://play-lh.googleusercontent.com/a-/ALV-UjW8Vibdb3zRDLYCpbDIi2t3Tfbljl_uous5WaCedqztxBY,Very Good,5,0,4.7.7,2023-10-24 04:37:37,"Halo Kak Yudistira. Terima kasih atas ulasannya. Semoga Aplikasi Edlink ini bisa membantu dan bermanfaat dalam proses perkuliahan Kakak yah. Terima kasih. Sehat selalu :)
",2023-10-26 01:39:59,4.7.7
16,fa3125ec-0b80-4868-9e38-2e6e53fb9388,Adelfrida Hoar,https://play-lh.googleusercontent.com/a-/ALV-UjULxfsKeTMcKeFQilKl50-VRtnDQVAW8zT1EKddL1udDw,Hallo kak saya punya ni tidak bisa dibuka lagi itu kendalanya apa yah kak??minta bantuannya kak🙏🙏,1,0,4.7.3,2023-10-23 15:04:24,Halo Kak Adelfrida. Mohon maaf atas ketidaknyamanannya. Silakan bisa kirimkan NIM dan asal PT ke email edlink@sevima.com ya Kak. atau bisa join ke grup edlink community di link https://edlink.id/class/IHMZK . Kami akan membantu menyelesaikan kendala yang Kakak alami. Jangan lupa update menjadi bintang 5 jika kendala sudah teratasi. Terima kasih :),2023-10-26 01:40:48,4.7.3
17,f0cf2648-768a-4425-a03e-8fb8d7ee4f8a,Uus S,https://play-lh.googleusercontent.com/a/ACg8ocLlPhBBZoaKqA_coRWprueAPgCBKi_TciOkZz1AT-d7=mo,Perbaiki bug tiba tiba tidak bisa mengunduh dan Untuk presensi QR Barcode/absensi Adakan fitur ambil gambar dari galeri,1,0,4.7.6,2023-10-23 03:42:24,Halo Kak Uus. Mohon maaf atas ketidaknyamanannya. Silakan bisa kirimkan screenshot detail kendalanya ke email edlink@sevima.com ya. atau bisa join ke grup edlink community di link https://edlink.id/class/IHMZK. Kami akan membantu menyelesaikan kendala yang Kakak alami. Jangan lupa update menjadi bintang 5 jika kendala sudah teratasi. Terima kasih,2023-10-26 01:42:41,4.7.6
18,b5b6c002-be55-4a8b-a25e-8bba2d40f6ad,Enc ID,https://play-lh.googleusercontent.com/a-/ALV-UjXBiFX-j3IEV_BMMyxYXoNcA4ybZqEXEjY1huph9WY0ZGI,"Padahal postingan dosen kok dikirim notif juga ke mahasiswa saat ada yang menanggapi postingan tersebut, ganggu",1,0,4.7.7,2023-10-22 07:15:54,,,4.7.7
19,c4afa99d-397c-431b-90eb-1e68f608d8e1,Rendi Wahyu,https://play-lh.googleusercontent.com/a-/ALV-UjUH1Aj34yoZZs8i2P1eXTowqPpKBKB4Z6KZtepxFJwzjxY,TAMBAHKAN FITUR ZOOM UNTUK ABSENSI TOLONGGGG DI PRESENSI QR AGAR SAAT ABSEN TIAK HARUS KEDEPAN,1,0,4.7.7,2023-10-19 00:31:02,,,4.7.7
20,4e631fc6-f277-4c94-afec-87b9c02ead40,Nur Madinah,https://play-lh.googleusercontent.com/a-/ALV-UjWQZ1OFFAgwYGiTLz_shN_lEx2Kg7n3Lwg29XpbyWv_4mU,"Kok selalu jaringan bermasalah ya? Padahal jaringan saya lancar, jadi saya tidak mengumpul tugas dengan tepat waktu. Mohon perbaiki lagi apknya.",1,0,,2023-10-18 13:25:15,"Halo Kak Nur. Mohon maaf atas ketidaknyamanannya. Case ini sudah kami fix yah. Silakan update edlink versi terbaru. Jika masih ada kendala, silakan bisa join ke grup edlink community di link https://edlink.id/class/IHMZK. Jangan lupa update menjadi bintang 5 jika kendala sudah teratasi. Terima kasih :)",2023-10-26 01:44:06,
21,7a977d95-9230-4bdd-afa2-fc549c637117,Muh Ilham,https://play-lh.googleusercontent.com/a-/ALV-UjVI0hzeI2JoxF8j8JD8Ot8Po7w2uuKU0AlpQkHKrVKKeA,"Kok gak bisa ke buka aplikasi, katanya ""gak ada koneksi internet"" padahal udah forji jaringannya",1,0,,2023-10-18 11:30:05,"Halo Kak Muh Ilham, Mohon maaf atas ketidaknyamanannya. Case ini sudah kami fix yah. Silakan update edlink versi terbaru. Jika masih ada kendala, silakan bisa join ke grup edlink community di link https://edlink.id/class/IHMZK . Jangan lupa update menjadi bintang 5 jika kendala sudah teratasi. Terima kasih :)",2023-10-26 01:44:30,
22,781d18d4-e367-4c9b-b92a-13547fe9eb84,Muhamad Lutfi Pratama,https://play-lh.googleusercontent.com/a-/ALV-UjUhv5UHLYnVGITHSvGCNKoSgH5EB7p5cR8Y70B9TQvA1-M,"Udah hadir 3 pertemuan scane code tetep keterangan nya 0 0 0 0 Terus notif telat muncul, jadwal ngaco dll Apk ini masih prematur udah launching jadi gini dah, bukanya mempermudah malah ribet",1,0,4.7.7,2023-10-18 10:44:53,"Halo Kak, mohon maaf atas ketidakanyamanannya. Kendala kakak sudah kami sesuaikan, silakan bisa dicek kembali yah. Jika ada kendala lainnya, silakan bisa sampaikan ke kami melalui email di edlink@sevima.com. Jangan lupa update menjadi bintang 5 jika kendala sudah teratasi. Terima kasih :)

",2023-10-19 01:38:37,4.7.7
23,33962210-c654-4870-a053-5160c3c0f542,Ferianto Bonggalayuk,https://play-lh.googleusercontent.com/a-/ALV-UjWw_zodt7Sz9n3dKW-XnXhHOywtQVuiF1Q2nyxh3EOpDQ,"Kok gini amat apkx,,masalah koneksi truss pdahl jriganku bgus lo",2,0,4.7.7,2023-10-18 06:28:12,Halo Kak Ferianto. Mohon maaf atas ketidaknyamanannya. Silakan bisa kirimkan detail kendalanya ke email edlink@sevima.com ya Kak. atau bisa join ke grup edlink community di link https://edlink.id/class/IHMZK . Kami akan membantu menyelesaikan kendala yang Kakak alami. Jangan lupa update menjadi bintang 5 jika kendala sudah teratasi. Terima kasih :),2023-10-19 01:43:34,4.7.7
24,a53a625c-1cc1-4ee8-8d24-239257c319e6,diary byme,https://play-lh.googleusercontent.com/a/ACg8ocKA6g3mpZU0BjFbHMfD7_Cerxc4K2Y3ghVjuJKsXf4v=mo,"Halo! Saya mau bertanya, kenapa jadwal di kalender edlink saya gak muncul ya? jadi kalo mau liat jadwal keseluruhan susah, mohon tanggapannya.",3,0,,2023-10-17 12:43:19,"Halo Kak, silakan sampaikan alamat email yang digunakan untuk login ke edlink, NIM, Nama dan asal PT, kirimkan ke email edlink@sevima.com ya Kak. Akan kami bantu pengecekannya. Jangan lupa update menjadi bintang 5 jika kendala sudah teratasi. Terima kasih :)",2023-10-18 02:56:48,
25,7aebfcf3-a74c-4f17-b10c-317529eadd2f,Redmi Note 4,https://play-lh.googleusercontent.com/a/ACg8ocICmeeKdPSHIY33c3JQ3Wyv1ugCQ0SmTrlGBCj01Rt4=mo,"Ini gimana ya? Makin jelek edlink skrng, pdhl kemarin sudah membayar di bank, tpi keterangan transaksi belum berhasil",1,0,4.7.7,2023-10-17 08:41:41,"Halo Kak, silakan kirimkan NIM, Nama dan asal PT ke email edlink@sevima.com ya Kak. Akan kami bantu pengecekannya.
Jangan lupa update menjadi bintang 5 jika kendala sudah teratasi. Terima kasih :)",2023-10-18 02:55:38,4.7.7
26,7d5194c1-e434-4b7d-aecb-a9d3fa98ff3e,Eka Indah Rahmasari,https://play-lh.googleusercontent.com/a-/ALV-UjWxV73FAvW806qRwTQ_ccx2GUT8Z4p3h6Qlgg-w-3UM_6U,"Harusnya yaaa setelah pemeliharaan sistem ituuu, aplikasinya semakin bagus tapi ini enggak Malah ngedown dan error' yang merugikan penggunanya Udah mbayar tagihan sesuai yang ditentukan dan nomer tujuan pengiriman juga benar tapi di aplikasi malah ga ke detect Ini gimana yaaa sistemnya, kalau bisa bikin aplikasi jangan merugikan penggunanya",1,1,4.7.6,2023-10-17 03:03:32,"Halo Kak, apakah masih ada kendala terkait informasi pembayarannya? Jika masih ada kendala, silakan kirimkan NIM dan asal PT Kakak ke email edlink@sevima.com yah. Kami akan membantu kendala yang Kakak alami. Jangan lupa update menjadi bintang 5 jika kendala sudah teratasi. Terima kasih :)",2023-10-17 03:43:26,4.7.6
27,fefe8749-5ed6-48dd-b939-24ad85eb005e,Juan Erlangga,https://play-lh.googleusercontent.com/a-/ALV-UjXRx0esXjUBCnum0j-HXmtkC8LXmzTl6KwxpWLP1XydqKQ,"Tingkatkan lagi, jangan ad masalah lagi👌👌",5,1,4.7.7,2023-10-17 02:31:17,,,4.7.7
28,d75fc70a-ec57-4f1a-8ef4-ff02a0826875,Udzma 27,https://play-lh.googleusercontent.com/a-/ALV-UjVCio9w4EEuJrnK6ZOmDDGZdkQd1E_ScO4zYbVw8vHc2J1v,nyusahin,1,0,4.7.6,2023-10-16 03:36:51,Halo Kak Udzma. Mohon maaf atas ketidaknyamanannya. Silakan bisa kirimkan detail kendalanya ke email edlink@sevima.com ya Kak. atau bisa join ke grup edlink community di link https://edlink.id/class/IHMZK . Kami akan membantu menyelesaikan kendala yang Kakak alami. Jangan lupa update menjadi bintang 5 jika kendala sudah teratasi. Terima kasih :),2023-10-16 06:12:06,4.7.6
29,009bf798-94ce-4bc3-ab12-c941e620450f,Sad Trun,https://play-lh.googleusercontent.com/a/ACg8ocKQxMKRGPv3n1munwr0xJiqdeGAf6oQbmsDY0IaoenE=mo,"Tidak bisa buka aplikasi. ""Masalah koneksi tidak terhubung ke internet"". Padahal kuota internet masih ada. Sudah coba buka di perangkat yg berbeda namun hasilnya tetap sama. Apa sedang ada gangguan server/bagaimana?",1,4,4.7.6,2023-10-16 02:49:19,Halo Kak Sad. Mohon maaf atas ketidaknyamanannya. Silakan bisa kirimkan NIM dan asal PT ke email edlink@sevima.com ya Kak. atau bisa join ke grup edlink community di link https://edlink.id/class/IHMZK . Kami akan membantu menyelesaikan kendala yang Kakak alami. Jangan lupa update menjadi bintang 5 jika kendala sudah teratasi. Terima kasih :),2023-10-16 06:13:15,4.7.6
30,37d829a1-598f-407b-8566-ac43c916ae3b,Muhammad Arman Fariz,https://play-lh.googleusercontent.com/a/ACg8ocJefmw2fsDocpHZuHJuB438gKwA7T8Y-ypGJz76SdOr=mo,"Kenapa saya sering dapat gangguan jaringan min, aplikasinya gk bisa dibuka",2,0,,2023-10-15 11:56:33,Halo Kak Muhammad. Mohon maaf atas ketidaknyamanannya. Silakan bisa kirimkan NIM dan asal PT ke email edlink@sevima.com ya Kak. atau bisa join ke grup edlink community di link https://edlink.id/class/IHMZK . Kami akan membantu menyelesaikan kendala yang Kakak alami. Jangan lupa update menjadi bintang 5 jika kendala sudah teratasi. Terima kasih :),2023-10-16 06:13:38,
31,73926855-005b-4746-adea-82d5ec266a22,Willies Agung,https://play-lh.googleusercontent.com/a-/ALV-UjXzLTRHuYbQhaK5oBAPOcfCCTqRLfFcCZslmk-YFDQJFOU,"ini servernya yg eror atau bagaimana? pas buka aplikasi loading mulu. katanya gk ada jaringan padahal buat buka aplikasi seperti google classroom, zoom, dll aman aman aja.",1,2,4.7.6,2023-10-15 04:31:49,Halo Kak Willies. Mohon maaf atas ketidaknyamanannya. Silakan bisa kirimkan NIM dan asal PT ke email edlink@sevima.com ya Kak. atau bisa join ke grup edlink community di link https://edlink.id/class/IHMZK . Kami akan membantu menyelesaikan kendala yang Kakak alami. Jangan lupa update menjadi bintang 5 jika kendala sudah teratasi. Terima kasih :),2023-10-16 06:14:20,4.7.6
32,8bde57c0-8ce9-4fb0-9b8a-46785c239a6a,Inayah,https://play-lh.googleusercontent.com/a-/ALV-UjVF2leVhejZlX8qF5T2PHfktuVffURc4rg0kY8Yab4Q_AE,"tolong dong ini edlink dari tdi saya login tapi tidak bisa masuk, saya punya tugas deadline nya soreee! tolong diperbaiki secepatnyaaaa",1,0,4.7.6,2023-10-15 02:53:55,Halo Kak Inayah. Mohon maaf atas ketidaknyamanannya. Silakan bisa kirimkan NIM dan asal PT ke email edlink@sevima.com ya Kak. atau bisa join ke grup edlink community di link https://edlink.id/class/IHMZK . Kami akan membantu menyelesaikan kendala yang Kakak alami. Jangan lupa update menjadi bintang 5 jika kendala sudah teratasi. Terima kasih :),2023-10-16 06:14:46,4.7.6
33,88569de4-112f-47db-be97-bfd7a6b12c62,Jaka Satria,https://play-lh.googleusercontent.com/a/ACg8ocIC5DaCr1udi16XPKSy2aeLw77YpmUyMAPFRN73s_2g=mo,Maaf min knpa notif tugas nya masuk setelah 20 mnit.... Kan jdi telat masuk klas nya Mohon di perbaiki,3,0,,2023-10-12 07:50:32,Halo Kak Jaka. Mohon maaf atas ketidaknyamanannya. Kami akan melakukan pengecekan kembali terkait kendala yang Kakak alami yah. Silakan jika ada kendala lain bisa kirimkan detailnya ke email edlink@sevima.com ya Kak. Jangan lupa update menjadi bintang 5 sebagai bentuk dukungan kepada kami. Terima kasih :),2023-10-13 01:27:01,
34,50a33202-c8eb-4436-88e9-3eeb635c1dcd,RANGGA ALNI ramadhani alamat,https://play-lh.googleusercontent.com/a/ACg8ocLI9z88A7uPi5iIVGu2rsVGgVFNeCRFp5XUXx3YCdz4=mo,apk rusakkkk,1,0,,2023-10-12 07:05:39,Halo Kak Rangga. Silakan bisa kirimkan detail kendalanya ke email edlink@sevima.com ya Kak. atau bisa join ke grup edlink community di link https://edlink.id/class/IHMZK . Kami akan membantu menyelesaikan kendala yang Kakak alami. Jangan lupa update menjadi bintang 5 jika kendala sudah teratasi. Terima kasih :),2023-10-13 01:27:35,
35,3ea061d9-8553-4ac3-8a9a-6fa8fa5640ec,Abdul Aziz,https://play-lh.googleusercontent.com/a-/ALV-UjXoVVH_AD0r9ISAL8ELxiP2Ry6TgK_PEfCAghzxInL_Dg,Edlink saya error terus gak muncul jadwal di kalender nya gk muncul pembayaran kenapa ya aneh 🤔 jadi suka lupa kalo gak muncul jadwal nya,1,0,4.7.6,2023-10-11 07:51:59,"Halo Kak Abdul. Silakan lakukan relogin dari aplikasi edlink. Pastikan onboarding login SSO sudah dilengkapi. Jika kesulitan login, silakan bisa kirimkan detail kendalanya ke email edlink@sevima.com. Kami akan membantu menyelesaikan kendala yang Kakak alami. Jangan lupa update menjadi bintang 5 jika kendala sudah teratasi. Terima kasih :)",2023-10-13 01:30:05,4.7.6
36,648801c7-3988-42bc-94a9-f637b2792243,Abi Doang,https://play-lh.googleusercontent.com/a-/ALV-UjWFR9KjzQcvsTeYKqjxEKynhMgALaiC0rR4XSCBuhTYEk4,"masih ada bug, suka keluar sendiri",1,0,4.7.6,2023-10-11 02:41:41,Halo Kak Abi. Mohon maaf atas ketidaknyamanannya. Silakan bisa kirimkan detail kendalanya ke email edlink@sevima.com ya Kak. atau bisa join ke grup edlink community di link https://edlink.id/class/IHMZK . Kami akan membantu menyelesaikan kendala yang Kakak alami. Jangan lupa update menjadi bintang 5 jika kendala sudah teratasi. Terima kasih :),2023-10-13 01:30:33,4.7.6
37,92873326-28e2-4e7b-bc29-e3a4ca714b0c,Desriana Taneo,https://play-lh.googleusercontent.com/a-/ALV-UjUZnJDsn5DSXeCwmU5N4JoMUeU0Ek7kXuOwe5Y2D7tn-g,Bagus,5,0,4.7.6,2023-10-09 08:23:22,"Halo Kak Desriana. Terima kasih atas ulasannya. Semoga Aplikasi Edlink ini bisa membantu dan bermanfaat dalam proses perkuliahan Kakak yah. Terima kasih. Sehat selalu :)
",2023-10-11 01:16:35,4.7.6
38,a7777978-f1ff-4892-8636-d0d074ca5817,Febrianto Gulo,https://play-lh.googleusercontent.com/a/ACg8ocLEuZrHR3C3k2rdbyEaaB_IjGUvrTD-L_UMl9-Juvh3=mo,Sangat membantu.. 😍,5,0,4.7.6,2023-10-09 07:03:10,Terima kasih ulasannya Kak Febrianto. Kuliah semakin mudah menggunakan EdLink. :),2021-07-15 03:43:38,4.7.6
39,c81ac8e0-00c1-48e2-9821-1277b105d1d1,Husein Hayyun,https://play-lh.googleusercontent.com/a-/ALV-UjXOk336CVmTzj8oNSwDWtiEJbmQVI2vi44_fVE-wesWjcI,Keren,5,0,4.7.6,2023-10-08 10:01:14,"Halo Kak Husein. Terima kasih atas ulasannya. Semoga Aplikasi Edlink ini bisa membantu dan bermanfaat dalam proses perkuliahan Kakak yah. Terima kasih. Sehat selalu :)
",2023-10-11 01:17:04,4.7.6
40,13271aea-b805-4811-ae7e-fcd32c2130a1,Reza tri Pangestu,https://play-lh.googleusercontent.com/a/ACg8ocLmMhdbCUNcajZmdckbikOn6iv0EZUHKgdVYS02AqdD=mo,Dipakenya jadi enggak jelas kaya dulu,1,0,,2023-10-06 14:31:13,Halo Kak Reza. Mohon maaf atas ketidaknyamanannya. Silakan bisa kirimkan detail kendalanya ke email edlink@sevima.com ya Kak. atau bisa join ke grup edlink community di link https://edlink.id/class/IHMZK . Kami akan membantu menyelesaikan kendala yang Kakak alami. Jangan lupa update menjadi bintang 5 jika kendala sudah teratasi. Terima kasih :),2023-10-11 01:17:59,
41,e5bfbe2a-4c65-4793-9a82-53167e636d34,Aisyah Zulaikha,https://play-lh.googleusercontent.com/a/ACg8ocIO-2fEfgJXkAtD-mmLQvtfC2A3kaiHXiqXnyim14du=mo,tolong dibagian absensi agar diperbaiki dong padahal masuk kelas terus dan absen juga selalu ditick dosen tapi kenapa di kehadiran saya 0 semua. Sudah saya unistall dan reinstall tapi masih begitu 🥲,4,0,4.7.6,2023-09-30 11:10:49,"Halo Kak Aisyah. Fitur absensi yang Kakak sampaikan, sudah kami sediakan ya Kak. Silakan klik ""Perbarui data kehadiran"" di halaman Ruang Kelas edlink jika presensi Kakak belum update.
Semoga penjelasan ini membantu. Terima kasih. :)",2023-10-04 17:16:54,4.7.6
42,82f921ba-2a98-46c1-8ab6-9366d1fe4b9b,Rifky Sulistiawan,https://play-lh.googleusercontent.com/a/ACg8ocL0BmxJdf8jk2poOUmln6Udduuje72obTdpRGRPR15F=mo,Selalu ngelag aplikasi nya disaat ada tugas yang harus dikerjakan tidak langsung masuk delay beberapa hari,2,0,4.7.6,2023-09-29 14:00:30,Halo Kak Rifky. Mohon maaf atas ketidaknyamanannya. Silakan bisa kirimkan detail kendalanya ke email edlink@sevima.com ya Kak. atau bisa join ke grup edlink community di link https://edlink.id/class/IHMZK . Kami akan membantu menyelesaikan kendala yang Kakak alami. Jangan lupa update menjadi bintang 5 jika kendala sudah teratasi. Terima kasih :),2023-10-04 17:18:37,4.7.6
